SentPair1,SentPair2,SentPair3,SemPair4,Best,Worst
"['شوية و نروح', 'غدوة راني مسافر']","['نتا لسانك طويل', 'أسمعي ما خلصتنيش']","['في بن عكنون', 'و كاين لانترنا']","['هيا ندورو نـﭭصرو مليح و تحكي لي كلش', 'علابالكبلي الماء تاع البحر ينحي السحر']",1,3
"['قالت لي و يموت على يكوپي', 'قالت لها خديجةإيه مالة يخرج حاجة']","['عندها تلاتة ولا ربع سنين سيحت علاها أختهاالما السخون أك', 'شفتيه أداك الباب الكبير ليمالفين نغطيو بيه الكبش شفتي']","['هاداك المارشي', 'ياكلو الشعير']","['ما عنديش كريدي لينيتي الأخرى خمس مية', 'أقسمبالله والله ما عندي دورو']",2,4
"['روعة يعطيك الصحة جربتو وخرج هايل', 'معاهويوسف زروطة ولا لا']","['يعرف', 'يفهم']","['في لي صال الناس تفرغ زعافها في الشطيح برك', 'هداك واش عندنا كاش ما كاين حاجة اخرى']","['اسكتي عليا', 'فرزتي روحك']",1,4
"['عرض اه', 'أيا تهنيتوا']","['سارة ما تجيش أ ماما أي تشوف في الفيلم', 'منية ﭬﻠﮭﺎ كي عاد الطفل حيكمل بعتيلي الرفيس']","['أه ما نعرف والله ما علابالي ما شفتوش', 'قالت ليدزاير سجلت على دزاير بيت']","['هه حفظتها ولا مازال', 'واحد مايسوطي رانا معاكشمسو']",3,1
"['لا بيان سور ما نحرڨش', 'في الجزيرة يڨولوادكتورة حرڨت']","['مبعديكا نولي پروف', 'اسكو كاپابل تقري']","['تعمرت ايه ما عنديش بلاصة بزاف سينون رانيسجلت أكتر من هكا', 'مالا تاع صوتي خليه ماتنحيهش كيفاش جاي صوتي مليح ولا لالا']","['وش من معلومات', 'نتاع السمانة الجاية']",1,4
"['ما نعرف بالصح نقول لك حاجة', 'شفت حبات عندواحد اون  ڢيل']","['لوسات لوسات ديسمبر', 'هاه مكانش مشكل']","['جاب لي ربي نكتبو أنا', 'المرة لي فاتت ما ﻟقيتوش']","['مازالك تستناي روحي تريحي شوية', 'يارب هدي ﭭاعلافوت ديالها']",3,2
"['والله يا نديرو تاست الغاشي يطيح يخرط', 'الناساكل تجيهم لاﭘﺎي غير انا']","['حنا نتشاركوا في واه', 'نتشاركوا في فكرة أكا']","['ما سمعتش  كاينة منها', 'هدي تصرا غير في دزاير']","['يعطيكم صحة كامل بعمو شمسو وليكيب', 'لي يشتيشمسو يخبط جام']",2,1
"['و كيما ڤالت لك واحد فيهم كان متربي في السيركيعرف كيفاه يصوتي على النار شاف مليح مبعديكاسوطا خرج', 'امبعد تفكر خوه ڤعد يروح و يجيأونديري ينعتلو كيفماه يسوطي حتان سوطا معاهخوه و هربو']","['الكاييي ما رفدتوش ڤاع', 'رايحة نجيب ڤاطونجيبلك']","['احسبي درك تخرجلك', 'باهيين في الزي']","['جيت روتار', 'ترجمهالي وحدو']",1,3
"['كل واحد يهدر وحدو سينون تعود فوضى', 'كيماﭬﺒﻴﻠﺔ عندك كنا كل نهدرو مع بعضانا']","['عشرة شوية', 'نشري عشرين']","['يعطيك الصحة خويا شمسو يرحم لميمة لي جابتك', 'مبروك عليك مليون ابوني خويا شمسو']","['كون غير يعدلوه برك', 'ديما كاين بروبلام عندنا']",3,4
"['انا مع شمسو منسوطيش', 'راك توب شمسو ربييحفظك']","['والله ما حب يهدر', 'خرخوبة كل مرة يسكت']","['ايه خو خديجة بنت السرڢيون جنرال تاع الليسي', 'ماما علابالك بلي عندي تأثير على الناس']","['كما قلت لكم الخطرة اللي فاتت , نقدرو نپوبلييو فيمجلات امپورتانت', 'هدي فكرة مليحة   كي راك تكتبلي ميساج تيعك بالدارجة']",1,4
"['كيفماه حتان جاتو الفكرة يدير فيه لانستيتو أدا', 'باه يعمر وقتو مالا وش يڤعد يدير']","['والله  غير صح', 'لوكان غير يسڤموه برك']","['ماما علابالك بلي عندي تأثير على الناس', 'ماما بلالدخل للسونتر راه يقرا؟']","['علابالك بلي الماء تاع البحر ينحي السحر', 'مالاكامل دزاير يلزم ينحولها السحر بماء البحر']",4,2
"['كان لازم عليه يفهم التام تاعه', 'إيه إيه حنا هديدرناها ﻓﻠﻴﻜﺴﭙﻮزي']","['بالسلامة كمال نتلاڨاو في نونسي نشالله', 'تصبح على خير طريڨ السلامة انشالله']","['على خاطر لاميتيو مبنية على الاحصائيات', 'ساعاتالتصاور من الستيليت ما تلحقش مليح']","['يعطيك الصحة سليمة بالعقل', 'صح مادخلتش فيراسي']",2,3
"['بيانسور قصة', 'تعرفيها سارة']","['القراية في وقتنا عادت بزاف صعيبة', 'كيماﻧقولو حنا الشيوخا ما يفهموكش مليح']","['أقسم بالله والله ما عندي دورو', 'آه ﺣﭭﺎ تقدر تعطينيالميكرو غدوة']","['في الهدرة', 'آما هدرة']",4,2
"['كي هربت من الدار لبست الجلباب هكا', 'وحكموها و كي حكموها ما فورساوش علاها']","['نعرف ناس ما عندهم حتى علاقة مع القرايةوجابوه', 'ماشي غير الباك مراد عادوا يجيبواكلش وهما في ديارهم']","['أنا ما عجبتنيش', 'وش أدا الإضراب']","['لاباس حورية لاباس البنات لاباس الزهرة', 'ينشد عليكالخير والله ساڢا يعيشك']",2,3
"['ايه', 'وقتاش']","['مديتي ﭙﻮرتابلك ليماك', 'ايه هداك مديتهولها']","['و كي راحو للغابة صافي مش مالفين هما يصيدومربيينهم يجيبولهم اللحم عندهم ما يعرفوش كيفماهيصيدو', 'ولاوا وش يديرو ساعة يهجمو على ززارساعة يلڤاو كميونة تاع لحم معدية يهجمو علاها باشيوكلو']","['راني زعفان علايها مانسوطيش', 'لحمي تشوكمانسوطيش']",4,1
"['نسحق الميكرو نهار الخميس', 'حتى أنا نسحقهبزاف']","['كيما هداك لي حكالنا عليه عبدو لي عنده زعكةصغيرة', 'هداك ماراهوش سلالة أصيلة كيما نقولوراه هجين تاع زوج سلالات']","['قال له هدا هو الجواب تاعك', 'قال له كي ضربتكواش حسيتي']","['أنا عطلني الاستاد لاخر مسافر ما قاليش ناجي', 'يبينلك بلي حتى هو ماشي متفاهم مع ناجي']",1,2
"['أنا بصح أم ﻳﭭﻌﺪو حرين باينة خلاه', 'حاجة حرةﺗﭭﻌﺪ مشي كيف الحاجة المدرحة']","['حسني غنـاه مـزال مــا ماتـش', 'ربي يرحمكخويا حسني']","['حتى المغارف ماكاش', 'سيبون أني ﻟقيت']","['لالا أنا الحق كي نلقى مستقبل هنا في بلادي نقعد', 'رشيدة رشيدة، راكي شابة آيا غاولي رانا نستناو فيك']",2,3
"['وليت خايفة حتى من الخيال', 'راني خايفة  رانيخايفة']","['مانسوطيش ربي يحفظك شمسو كمل', 'ربييحفضك خويا شمسو']","['مها هو سورمون يعرف كاش واحد يعيطلو برك پارتليفون', 'شفتي كون ديت النيميرو تاع أداكا لييسكن في داغوسة']","['تسمى محسوب ﭬدي بصح تبان طويلة عليا ولا ﭬرونددو تاي سمينة شوية برك', 'أي ازوزت أديكا ساييعرسها عندو واحد و عشرين يوم في لوسات نوفمبر كانعرسها']",1,4
"['أي أسما شفتي وش تمرمدت وش تمرمدت وشتمرمدت', 'آه أنجنيور في لانفورماتيك و اامبعدفاندوكونت مسكينة']","['أنا ﭬﻠﺖ نزوزو كشما ينوب عليه ربي', 'وعلاه ماتجيبوش واحد ولا ربيوه واديوا حسانتو']","['أسمعي و ش بيها ما عرضتش طاطا', 'أي رايحةدوك دوك راهي خارجة']","['حبيت نشري سباط', 'حابة تشري سباط']",4,3
"['كيما تعرفي مكانش جديد', 'وشراهي لولو وشمدايرة']","['قالت لي خديجة تكمل على الوحدة جودي', 'أناالخميس ما نروحش للوكور تاع مسلاتي']","['قال لها راكي أختي و قال لها كي نضمن لكمستقبلك راني نطلقك نورمال', 'قلت له هي أه و امبعدقالت راني مرتو ما نطلقش منه فهمتي']","['واش كاين يا وليدي واش كاين', 'فو باراج يا ميمتي،دورك نموتو']",4,2
"['راسي', 'شربتها']","['ايه أكتب هات الستيلو هات هات زينب راحت ولامازال', 'مازال أو دوك أنا طالعين لعنابة دوك تجيمعانا']","['واش راهو المقرمد هداك', 'تهنينا منه سمانة هداك']","['بداو في أكتوبر يقراو في النهار', 'أنا بالاك بربينشا لله نسجل فيه']",3,1
"['بالاك كمال سورتو كي نشبهلها في كلش وعلاشفي الغنى لا', 'البارح دارها من بعد وقيلة خمسة وعشرين سنة من بعد']","['نشفا عليها كنت صغيرة كي دخلت نبيلة عروسةكانوا ولاد تركية يروحوا عندها و أنايا  معاهم', 'نهار كامل وحنا عندها ما نروحوش ڤاع من عندهاكانت عندها سكرية تاع زجاج كبيرة كسرناهالها']","['كي هربت من الدار لبست الجلباب هكا', 'و حكموهاو كي حكموها ما فورساوش عليها']","['انشاله اجيبو الباك', 'عندك الحق خويا خساني']",3,4
"['الله يبارك خويا شمسو', 'منسوطيش ديرو لايكشمسو جوكار']","['يعطيك الصحة باينة بنينة غدوة انشاء اللهنسييها', 'الله يبارك طاطا ام وليد الله يعطيك الفصحة']","['روعة شمسو روعة عجبتني راني نهدر غير باالشرات', 'تبارك الله عليك خويا شمسو رانا معاك كاملمنسوطيوش']","['فالتريزور', 'إيه']",1,3
